id,name,city,country,place,zip,latitude,longitude,fan_count,checkins,about,picture,category_list,email,is_verified,price_range,phone,create_date,update_date
1.4489E+14,Name -38,City - 5,Country - 21,Place - XYZ,80333,48.1408,11.5674,35912,59633,This is a great place,,,abx@xyz.com,0,$$$,(089) 23 23 29 110,10/06/17 22:45,10/06/17 22:45
1.47797E+14,Name -39,City - 6,Country - 22,Place - XYZ,81671,48.1244,11.6073,1088,1312,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 111,10/06/17 22:45,10/06/17 22:45
1.50544E+14,Name -40,City - 7,Country - 23,Place - XYZ,80687,48.1398,11.5226,17300,47458,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 112,10/06/17 22:45,10/06/17 22:45
1.52695E+14,Name -41,City - 8,Country - 24,Place - XYZ,80333,48.1423,11.5646,14185,31621,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 113,10/06/17 22:45,10/06/17 22:45
1.53099E+14,Name -42,City - 9,Country - 25,Place - XYZ,81671,48.1254,11.6057,1762,2333,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 114,10/06/17 22:45,10/06/17 22:45
1.53706E+14,Name -43,City - 10,Country - 26,Place - XYZ,81671,48.1244,11.6073,1564,329,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 115,10/06/17 22:45,10/06/17 22:45
1.57509E+14,Name -44,City - 11,Country - 27,Place - XYZ,80331,48.1363,11.5651,17422,44553,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 116,10/06/17 22:45,10/06/17 22:45
1.57997E+14,Name -45,City - 12,Country - 28,Place - XYZ,80335,48.1422,11.5511,54641,132807,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 117,10/06/17 22:45,10/06/17 22:45
1.58362E+14,Name -46,City - 13,Country - 29,Place - XYZ,80333,48.1461,11.5749,30367,24846,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 118,10/06/17 22:46,10/06/17 22:46
1.61296E+14,Name -47,City - 14,Country - 30,Place - XYZ,80331,48.1364,11.5643,8066,9066,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 119,10/06/17 22:45,10/06/17 22:45
1.63182E+14,Name -48,City - 15,Country - 31,Place - XYZ,80801,48.1587,11.5832,1378,5686,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 120,10/06/17 22:45,10/06/17 22:45
1.6608E+14,Name -49,City - 16,Country - 32,Place - XYZ,80335,48.1415,11.5627,4116,13069,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 121,10/06/17 22:45,10/06/17 22:45
1.80497E+14,Name -50,City - 17,Country - 33,Place - XYZ,80802,48.1579,11.5843,1190,2991,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 122,10/06/17 22:45,10/06/17 22:45
1.81078E+14,Name -51,City - 1,Country - 34,Place - XYZ,81671,48.1239,11.6047,213,1065,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 123,10/06/17 22:45,10/06/17 22:45
1.85908E+14,Name -52,City - 2,Country - 35,Place - XYZ,80802,48.1602,11.5854,1747,1794,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 124,10/06/17 22:45,10/06/17 22:45
1.94751E+14,Name -53,City - 3,Country - 36,Place - XYZ,81671,48.1217,11.6063,34320,60877,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 125,10/06/17 22:45,10/06/17 22:45
1.95642E+14,Name -54,City - 4,Country - 37,Place - XYZ,81671,48.1254,11.6057,1328,1176,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 126,10/06/17 22:45,10/06/17 22:45
1.96027E+14,Name -55,City - 5,Country - 38,Place - XYZ,80337,48.1249,11.5487,11087,9650,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 127,10/06/17 22:45,10/06/17 22:45
1.98175E+14,Name -56,City - 6,Country - 39,Place - XYZ,80339,48.1386,11.5258,741,2396,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 128,10/06/17 22:45,10/06/17 22:45
1.98466E+14,Name -57,City - 7,Country - 40,Place - XYZ,1001,41.3334,19.8191,53165,702,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 129,10/06/17 22:45,10/06/17 22:45
1.9997E+14,Name -58,City - 8,Country - 41,Place - XYZ,81671,48.1249,11.6041,5990,7660,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 130,10/06/17 22:45,10/06/17 22:45
2.01502E+14,Name -59,City - 9,Country - 42,Place - XYZ,81671,48.1237,11.6074,6669,9485,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 131,10/06/17 22:45,10/06/17 22:45
2.09691E+14,Name -60,City - 10,Country - 43,Place - XYZ,80802,,,4384,2513,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 132,10/06/17 22:46,10/06/17 22:46
2.10566E+14,Name -61,City - 11,Country - 44,Place - XYZ,80331,48.1343,11.5828,6165,15175,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 133,10/06/17 22:45,10/06/17 22:45
2.19824E+14,Name -62,City - 12,Country - 45,Place - XYZ,80331,48.1369,11.5643,1715,3247,This is a great place,,,abx@xyz.com,0,$$$$,(089) 23 23 29 134,10/06/17 22:45,10/06/17 22:45
2.27519E+14,Name -63,City - 13,Country - 46,Place - XYZ,80687,48.1384,11.526,665,6094,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 135,10/06/17 22:45,10/06/17 22:45
2.52799E+14,Name -64,City - 14,Country - 47,Place - XYZ,80939,48.1946,11.6078,10542,97609,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 136,10/06/17 22:45,10/06/17 22:45
2.53829E+14,Name -65,City - 15,Country - 48,Place - XYZ,80687,48.1402,11.5226,406,1317,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 137,10/06/17 22:45,10/06/17 22:45
2.68768E+14,Name -66,City - 16,Country - 49,Place - XYZ,80333,48.1416,11.5721,5057,10639,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 138,10/06/17 22:45,10/06/17 22:45
2.78669E+14,Name -67,City - 17,Country - 50,Place - XYZ,80802,48.1581,11.5843,5095,15227,This is a great place,,,abx@xyz.com,0,$$$,(089) 23 23 29 139,10/06/17 22:45,10/06/17 22:45
2.89844E+14,Name -68,City - 1,Country - 51,Place - XYZ,80336,48.1375,11.564,20498,28022,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 140,10/06/17 22:45,10/06/17 22:45
2.96948E+14,Name -69,City - 2,Country - 52,Place - XYZ,80809,48.1801,11.5528,2404,910,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 141,10/06/17 22:45,10/06/17 22:45
3.03529E+14,Name -70,City - 3,Country - 53,Place - XYZ,80539,48.1438,11.5786,13713,32074,This is a great place,,,abx@xyz.com,0,$$$,(089) 23 23 29 142,10/06/17 22:45,10/06/17 22:45
3.27105E+14,Name -71,City - 4,Country - 54,Place - XYZ,80333,48.1422,11.5703,20306,40272,This is a great place,,,abx@xyz.com,0,$$$,(089) 23 23 29 143,10/06/17 22:45,10/06/17 22:45
3.45983E+14,Name -72,City - 5,Country - 55,Place - XYZ,81671,48.125,11.6041,57,1,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 144,10/06/17 22:45,10/06/17 22:45
3.46674E+14,Name -73,City - 6,Country - 56,Place - XYZ,80539,48.1391,11.5808,18,114,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 145,10/06/17 22:45,10/06/17 22:45
3.52805E+14,Name -74,City - 7,Country - 57,Place - XYZ,,48.1579,11.5845,29,350,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 146,10/06/17 22:45,10/06/17 22:45
3.97929E+14,Name -75,City - 8,Country - 58,Place - XYZ,80331,48.1388,11.5667,1271,1494,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 147,10/06/17 22:45,10/06/17 22:45
4.19002E+14,Name -76,City - 9,Country - 59,Place - XYZ,82049,48.0669,11.5397,1238,1362,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 148,10/06/17 22:45,10/06/17 22:45
4.91687E+14,Name -77,City - 10,Country - 60,Place - XYZ,80331,48.1359,11.5782,32998,13110,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 149,10/06/17 22:45,10/06/17 22:45
5.25485E+14,Name -78,City - 11,Country - 61,Place - XYZ,81671,48.1236,11.6056,3808,10317,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 150,10/06/17 22:45,10/06/17 22:45
5.85001E+14,Name -79,City - 12,Country - 62,Place - XYZ,80331,48.1364,11.5796,631,335,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 151,10/06/17 22:45,10/06/17 22:45
6.31071E+14,Name -80,City - 13,Country - 63,Place - XYZ,81671,48.1244,11.6073,287,25,This is a great place,,,abx@xyz.com,0,$,(089) 23 23 29 152,10/06/17 22:45,10/06/17 22:45
8.3913E+14,Name -81,City - 14,Country - 64,Place - XYZ,80337,48.1324,11.5665,12195,9889,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 153,10/06/17 22:45,10/06/17 22:45
1.00625E+15,Name -82,City - 15,Country - 65,Place - XYZ,81671,48.124,11.6044,920,49,This is a great place,,,abx@xyz.com,0,,(089) 23 23 29 154,10/06/17 22:45,10/06/17 22:45
1.45542E+15,Name -83,City - 16,Country - 66,Place - XYZ,5230,48.1044,13.1487,3324,1790,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 155,10/06/17 22:45,10/06/17 22:45
1.46605E+15,Name -84,City - 17,Country - 67,Place - XYZ,80333,48.1422,11.5703,2634,1290,This is a great place,,,abx@xyz.com,0,$$$,(089) 23 23 29 156,10/06/17 22:45,10/06/17 22:45
1.48806E+15,Name -85,City - 1,Country - 68,Place - XYZ,81671,48.125,11.6041,2565,3940,This is a great place,,,abx@xyz.com,0,$$,(089) 23 23 29 157,10/06/17 22:45,10/06/17 22:45
1.58888E+15,Name -86,City - 1,Country - 69,Place - XYZ,80802,48.1579,11.5843,5432,9716,This is a great place,,,abx@xyz.com,0,$$$,(089) 23 23 29 158,10/06/17 22:45,10/06/17 22:45
